Consulta,Tempo Acumulado (segundos),Tempo Absoluto (s),Tempo Absoluto (minutos)
1,"5,57","5,57","0,0928333333333333"
2,"11,12","5,55","0,0925"
3,"16,67","5,55","0,0925"
4,"22,26","5,59","0,0931666666666667"
5,"28,24","5,98","0,0996666666666666"
6,"34,19","5,95","0,0991666666666666"
7,"39,91","5,72","0,0953333333333333"
8,"45,9","5,99","0,0998333333333334"
9,"51,9",6,"0,1"
10,"57,6","5,7","0,095"
11,"63,37","5,77","0,0961666666666666"
12,"69,16","5,79","0,0965"
13,"74,84","5,68000000000001","0,0946666666666668"
14,"80,6","5,75999999999999","0,0959999999999999"
15,"86,43","5,83000000000001","0,0971666666666669"
16,"92,3","5,86999999999999","0,0978333333333332"
17,"98,06","5,76000000000001","0,0960000000000001"
18,"103,82","5,75999999999999","0,0959999999999999"
19,"109,73","5,91","0,0984999999999999"
20,"115,6","5,87","0,0978333333333334"
21,"121,49","5,89","0,0981666666666667"
22,"127,14","5,65000000000001","0,0941666666666668"
23,"132,93","5,79000000000001","0,0965000000000001"
24,"138,66","5,72999999999999","0,0954999999999998"
25,"144,48","5,81999999999999","0,0969999999999999"
26,"150,31","5,83000000000001","0,0971666666666669"
27,"156,2","5,88999999999999","0,0981666666666664"
28,"161,92","5,72000000000003","0,0953333333333338"
29,"167,8","5,88","0,0979999999999999"
30,"173,51","5,70999999999998","0,0951666666666663"
